Author,Journal ,Country,Year,Study_id,Ingredient_type,Broad_feed,Feed_general,Feed_specific,Feed_general_2,Feed_specific_2,Amino_supp,Supplement_type,FM_FO,Fish_group,Fish_sp,Fish_scientific,Life_stage,FM_Replacement,FO_response,FO_replacement,FM_response,FCR,n3n6,n3_index,Tissue,Crop_change,Notes,
Lock ER,Aquaculture Nutrition,Norway,2016,83,Single,Insect,Insect,Hermetia illucens,,,Y,Lysine + Methionine,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,0,0,,,1.24,,,,0,,
Lock ER,Aquaculture Nutrition,Norway,2016,83,Single,Insect,Insect,Hermetia illucens,,,Y,Lysine + Methionine,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,25,0,,,1.24,,,,0,,
Lock ER,Aquaculture Nutrition,Norway,2016,83,Single,Insect,Insect,Hermetia illucens,,,Y,Lysine + Methionine,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,50,0,,,1.16,,,,0,,
Lock ER,Aquaculture Nutrition,Norway,2016,83,Single,Insect,Insect,Hermetia illucens,,,Y,Lysine + Methionine,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,100,-1.9,,,1.14,,,,-4,,
Lock ER,Aquaculture Nutrition,Norway,2016,83.1,Single,Insect,Insect,Hermetia illucens,,,Y,Lysine + Methionine,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,0,0,,,1.24,,,,0,,
Lock ER,Aquaculture Nutrition,Norway,2016,83.1,Single,Insect,Insect,Hermetia illucens,,,Y,Lysine + Methionine,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,25,-0.4,,,1.25,,,,0,,
Lock ER,Aquaculture Nutrition,Norway,2016,83.1,Single,Insect,Insect,Hermetia illucens,,,Y,Lysine + Methionine,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,100,-1,,,1.14,,,,-7,,
Magalhaes R,Aquaculture,Portugal,2017,84,Single,Insect,Insect,Hermetia illucens,,,Y,Taurine,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juveniles,0,0,,,1.64,,,,0,,
Magalhaes R,Aquaculture,Portugal,2017,84,Single,Insect,Insect,Hermetia illucens,,,Y,Taurine,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juveniles,15,0.3,,,1.64,,,,-4,,
Magalhaes R,Aquaculture,Portugal,2017,84,Single,Insect,Insect,Hermetia illucens,,,Y,Taurine,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juveniles,30,0.6,,,1.64,,,,-8,,
Magalhaes R,Aquaculture,Portugal,2017,84,Single,Insect,Insect,Hermetia illucens,,,Y,Taurine,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juveniles,45,0.8,,,1.61,,,,-12,,
Ng W-K,Aquaculture Research,Malaysia,2001,85,Single,Insect,Insect,Tenebrio molitor,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,0,0,,,0.76,,,,0,,
Ng W-K,Aquaculture Research,Malaysia,2001,85,Single,Insect,Insect,Tenebrio molitor,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,20,-1.7,,,0.75,,,,-0.5,,
Ng W-K,Aquaculture Research,Malaysia,2001,85,Single,Insect,Insect,Tenebrio molitor,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,40,-3.4,,,0.84,,,,-1,,
Ng W-K,Aquaculture Research,Malaysia,2001,85,Single,Insect,Insect,Tenebrio molitor,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,60,-5.1,,,0.98,,,,-1,,
Ng W-K,Aquaculture Research,Malaysia,2001,85,Single,Insect,Insect,Tenebrio molitor,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,80,-6.9,,,0.89,,,,-1,,
Ng W-K,Aquaculture Research,Malaysia,2001,85,Single,Insect,Insect,Tenebrio molitor,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,100,-8.5,,,1.12,,,,-1.5,,
Nnaji C,,Nigeria,2005,86,Single,Insect,Insect,Grasshopper meal,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,0,,,,0.45,,,,0,,
Nnaji C,,Nigeria,2005,86,Single,Insect,Insect,Grasshopper meal,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,25,,,,0.35,,,,0,,
Nnaji C,,Nigeria,2005,86,Single,Insect,Insect,Grasshopper meal,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,37.5,,,,0.45,,,,0,,
Nnaji C,,Nigeria,2005,86,Single,Insect,Insect,Grasshopper meal,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,50,,,,0.45,,,,0,,
Nnaji C,,Nigeria,2005,86,Single,Insect,Insect,Grasshopper meal,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,62.5,,,,1.12,,,,0,,
Nnaji C,,Nigeria,2005,86,Single,Insect,Insect,Grasshopper meal,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,75,,,,0.85,,,,0,,
Ogunji JO,Comparative Biochemistry and Physiology,Germany,2007,87,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,0,,,,1.1,,,,0,,
Ogunji JO,Comparative Biochemistry and Physiology,Germany,2007,87,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,21,,,,1.1,,,,-11,,
Ogunji JO,Comparative Biochemistry and Physiology,Germany,2007,87,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,35,,,,1.1,,,,-18,,
Ogunji JO,Comparative Biochemistry and Physiology,Germany,2007,87,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,49,,,,1.1,,,,-25,,
Ogunji JO,Comparative Biochemistry and Physiology,Germany,2007,87,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,63,,,,1.1,,,,-32,,
Ogunji JO,Comparative Biochemistry and Physiology,Germany,2007,87,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,76,,,,1.2,,,,-40,,
Ogunji JO,Comparative Biochemistry and Physiology,Germany,2007,87,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,100,,,,1.2,,,,-50,,
Ogunji JO,Turkish Journal of Fisheries and Aquatic Sciences,Nigeria,2008,88,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,0,,,,1.12,,,,0,,
Ogunji JO,Turkish Journal of Fisheries and Aquatic Sciences,Nigeria,2008,88,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,18,,,,1.29,,,,-18,,
Ogunji JO,Turkish Journal of Fisheries and Aquatic Sciences,Nigeria,2008,88,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,36,,,,1.45,,,,-24,,
Ogunji JO,Asian Fisheries Science,Germany,2008,89,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,0,,,,1.14,,,,0,,
Ogunji JO,Asian Fisheries Science,Germany,2008,89,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,21,,,,1.12,,,,0,,
Ogunji JO,Asian Fisheries Science,Germany,2008,89,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,35,,,,1.05,,,,0,,
Ogunji JO,Asian Fisheries Science,Germany,2008,89,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,49,,,,1.1,,,,0,,
Ogunji JO,Asian Fisheries Science,Germany,2008,89,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,63,,,,1.06,,,,0,,
Ogunji JO,Asian Fisheries Science,Germany,2008,89,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,76,,,,1.15,,,,0,,
Ogunji JO,Asian Fisheries Science,Germany,2008,89,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,100,,,,1.22,,,,0,,
Ogunji JO,Journal of Animal Physiology and Animal Nutrition,Nigeria,2008,90,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,0,,,,1.14,,,,0,,
Ogunji JO,Journal of Animal Physiology and Animal Nutrition,Nigeria,2008,90,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,21,,,,1.12,,,,-11,,
Ogunji JO,Journal of Animal Physiology and Animal Nutrition,Nigeria,2008,90,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,35,,,,1.05,,,,-18,,
Ogunji JO,Journal of Animal Physiology and Animal Nutrition,Nigeria,2008,90,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,49,,,,1.1,,,,-25,,
Ogunji JO,Journal of Animal Physiology and Animal Nutrition,Nigeria,2008,90,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,63,,,,1.06,,,,-32,,
Ogunji JO,Journal of Animal Physiology and Animal Nutrition,Nigeria,2008,90,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,76,,,,1.15,,,,-40,,
Ogunji JO,Journal of Animal Physiology and Animal Nutrition,Nigeria,2008,90,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,100,,,,1.22,,,,-50,,
Olele NF,Journal of Agricultural Science and Technology,Nigeria,2012,91,Single,Insect,Insect,Earthworm,,,N,,FM,Catfish,Catfishes nei,Heteroclarias sp.,Fingerlings,0,,,,4.07,,,,0,,
Olele NF,Journal of Agricultural Science and Technology,Nigeria,2012,91,Single,Insect,Insect,Earthworm,,,N,,FM,Catfish,Catfishes nei,Heteroclarias sp.,Fingerlings,25,,,,4.19,,,,0,,
Olele NF,Journal of Agricultural Science and Technology,Nigeria,2012,91,Single,Insect,Insect,Earthworm,,,N,,FM,Catfish,Catfishes nei,Heteroclarias sp.,Fingerlings,50,,,,4.47,,,,0,,
Olele NF,Journal of Agricultural Science and Technology,Nigeria,2012,91,Single,Insect,Insect,Earthworm,,,N,,FM,Catfish,Catfishes nei,Heteroclarias sp.,Fingerlings,75,,,,4.39,,,,0,,
Olele NF,Journal of Agricultural Science and Technology,Nigeria,2012,91,Single,Insect,Insect,Earthworm,,,N,,FM,Catfish,Catfishes nei,Heteroclarias sp.,Fingerlings,100,,,,4.31,,,,0,,
Oso JA,British Journal of Applied Science and Technology,Nigeria,2014,92,Single,Insect,Insect,Bombyx mori,,,Y,Lysine + Methionine,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,0,,,,3.55,,,,0,,
Oso JA,British Journal of Applied Science and Technology,Nigeria,2014,92,Single,Insect,Insect,Bombyx mori,,,Y,Lysine + Methionine,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,25,,,,3.12,,,,0,,
Oso JA,British Journal of Applied Science and Technology,Nigeria,2014,92,Single,Insect,Insect,Bombyx mori,,,Y,Lysine + Methionine,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,50,,,,3.84,,,,0,,
Oso JA,British Journal of Applied Science and Technology,Nigeria,2014,92,Single,Insect,Insect,Bombyx mori,,,Y,Lysine + Methionine,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,75,,,,4.35,,,,0,,
Oso JA,British Journal of Applied Science and Technology,Nigeria,2014,92,Single,Insect,Insect,Bombyx mori,,,Y,Lysine + Methionine,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,100,,,,2.79,,,,0,,
Panini RL,Aquaculture,Brazil,2017,93,Single,Insect,Insect,Tenebrio molitor,,,Y,Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,0,0,,,2.65,,,,0,,
Panini RL,Aquaculture,Brazil,2017,93,Single,Insect,Insect,Tenebrio molitor,,,Y,Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,25,0,,,2.75,,,,4,,
Panini RL,Aquaculture,Brazil,2017,93,Single,Insect,Insect,Tenebrio molitor,,,Y,Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,50,0,,,2.82,,,,8,,
Panini RL,Aquaculture,Brazil,2017,93,Single,Insect,Insect,Tenebrio molitor,,,Y,Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,75,0,,,2.46,,,,10,,
Panini RL,Aquaculture,Brazil,2017,93,Single,Insect,Insect,Tenebrio molitor,,,Y,Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,100,7.3,,,2.99,,,,10,,
Piccolo G,Animal Feed Science and Technology,Italy,2017,94,Single,Insect,Insect,Tenebrio molitor,,,N,,FM,Marine fishes,Gilthead seabream,Sparus aurata,None ,0,0,,,1.34,,,,0,,
Piccolo G,Animal Feed Science and Technology,Italy,2017,94,Single,Insect,Insect,Tenebrio molitor,,,N,,FM,Marine fishes,Gilthead seabream,Sparus aurata,None ,33,-4.5,,,1.02,,,,17,,
Piccolo G,Animal Feed Science and Technology,Italy,2017,94,Single,Insect,Insect,Tenebrio molitor,,,N,,FM,Marine fishes,Gilthead seabream,Sparus aurata,None ,76,-8,,,1.28,,,,13,,
Rangacharyulu PV,Bioresource Technology ,India ,2003,95,Single,Insect,Insect,Bombyx mori,,,N,,FM,Carp,Mixture,Mixture,None ,0,,,,3.16,,,,0,,
Rangacharyulu PV,Bioresource Technology ,India ,2003,95,Single,Insect,Insect,Bombyx mori,,,N,,FM,Carp,Mixture,Mixture,None ,100,,,,2.1,,,,-1.5,,
Rangacharyulu PV,Bioresource Technology ,India ,2003,95.1,Single,Insect,Insect,Bombyx mori,,,N,,FM,Carp,Mixture,Mixture,None ,0,,,,3.16,,,,0,,
Rangacharyulu PV,Bioresource Technology ,India ,2003,95.1,Single,Insect,Insect,Bombyx mori,,,N,,FM,Carp,Mixture,Mixture,None ,100,,,,2.98,,,,-1.5,,
Rapatsa MM,Aquaculture Reports ,South Africa,2017,96,Single,Insect,Insect,Imbrasia belina,,,N,,FM,Tilapia,Mozambique Tilapia,Oreochromis mossambicus,Fingerlings,0,,,,1.29,,,,0,,
Rapatsa MM,Aquaculture Reports ,South Africa,2017,96,Single,Insect,Insect,Imbrasia belina,,,N,,FM,Tilapia,Mozambique Tilapia,Oreochromis mossambicus,Fingerlings,10,,,,1.53,,,,-2,,
Rapatsa MM,Aquaculture Reports ,South Africa,2017,96,Single,Insect,Insect,Imbrasia belina,,,N,,FM,Tilapia,Mozambique Tilapia,Oreochromis mossambicus,Fingerlings,20,,,,1.52,,,,-3.5,,
Rapatsa MM,Aquaculture Reports ,South Africa,2017,96,Single,Insect,Insect,Imbrasia belina,,,N,,FM,Tilapia,Mozambique Tilapia,Oreochromis mossambicus,Fingerlings,40,,,,1.31,,,,-6,,
Rapatsa MM,Aquaculture Reports ,South Africa,2017,96,Single,Insect,Insect,Imbrasia belina,,,N,,FM,Tilapia,Mozambique Tilapia,Oreochromis mossambicus,Fingerlings,60,,,,1.25,,,,-0.5,,
Rawling MD,Fish and Shellfish Immunology,UK,2012,97,Single,Insect,Insect,Perionyx escavatus,,,N,,FM,Carp,Mirror Carp,Cyprinus carpio var. Specularis,Juvenile,0,0,,,1.19,,,,0,,
Rawling MD,Fish and Shellfish Immunology,UK,2012,97,Single,Insect,Insect,Perionyx escavatus,,,N,,FM,Carp,Mirror Carp,Cyprinus carpio var. Specularis,Juvenile,14,1.9,,,1.09,,,,-13,,
Rawling MD,Fish and Shellfish Immunology,UK,2012,97.1,Single,Soy,Soy,SBM,,,N,,FM,Carp,Mirror Carp,Cyprinus carpio var. Specularis,Juvenile,0,0,,,1.19,,,,0,,
Rawling MD,Fish and Shellfish Immunology,UK,2012,97.1,Single,Soy,Soy,SBM,,,N,,FM,Carp,Mirror Carp,Cyprinus carpio var. Specularis,Juvenile,38,3.3,,,1.4,,,,81,,
Renna M,Journal of Animal Science and Biotechnology,Italy,2017,98,Single,Insect,Insect,Hermetia illucens,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,0,0,,,0.9,,,,0,,
Renna M,Journal of Animal Science and Biotechnology,Italy,2017,98,Single,Insect,Insect,Hermetia illucens,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,25,-2,,,0.88,,,,-23,,
Renna M,Journal of Animal Science and Biotechnology,Italy,2017,98,Single,Insect,Insect,Hermetia illucens,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,50,-4,,,0.9,,,,-46,,
Roncarati A,Journal of Insects as Feed and Food,Italy,2015,99,Single,Insect,Insect,Tenebrio molitor,,,N,,FM,Catfish,Common catfish,Ameiurus melas,Fingerlings,0,0,,,3.8,,,,0,,
Roncarati A,Journal of Insects as Feed and Food,Italy,2015,99,Single,Insect,Insect,Tenebrio molitor,,,N,,FM,Catfish,Common catfish,Ameiurus melas,Fingerlings,50,0,,,4.1,,,,0,,
Sanchez-Muros,Aquaculture Nutrition,Spain,2016,100,Mixture,Insect,Insect,Tenebrio molitor,Soy,SBM,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,None ,0,0,,,0.97,,,,0,,
Sanchez-Muros,Aquaculture Nutrition,Spain,2016,100,Mixture,Insect,Insect,Tenebrio molitor,Soy,SBM,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,None ,48,-4.5,,,1.35,,,,-1,,
Sealey WM,Journal of the World Aquaculture Society ,USA,2011,101,Single,Insect,Insect,Hermetia illucens,,,Y,Lysine + Methionine +Taurine + Threonine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,0,0,,,1.2,,,,0,,
Sealey WM,Journal of the World Aquaculture Society ,USA,2011,101,Single,Insect,Insect,Hermetia illucens,,,Y,Lysine + Methionine +Taurine + Threonine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,25,0.6,,,1,,,,0,,
Sealey WM,Journal of the World Aquaculture Society ,USA,2011,101,Single,Insect,Insect,Hermetia illucens,,,Y,Lysine + Methionine +Taurine + Threonine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,50,0,,,1,,,,0,,
Sealey WM,Journal of the World Aquaculture Society ,USA,2011,101.1,Single,Insect,Insect,Hermetia illucens,,,Y,Lysine + Methionine +Taurine + Threonine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,0,0,,,1.2,,,,0,,
Sealey WM,Journal of the World Aquaculture Society ,USA,2011,101.1,Single,Insect,Insect,Hermetia illucens,,,Y,Lysine + Methionine +Taurine + Threonine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,25,0.6,,,1,,,,0,,
Sealey WM,Journal of the World Aquaculture Society ,USA,2011,101.1,Single,Insect,Insect,Hermetia illucens,,,Y,Lysine + Methionine +Taurine + Threonine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,50,1.2,,,1.1,,,,0,,
Serrano Jr AE,ELBA Bioflux,Philippines ,2014,102,Single,Insect,Insect,Artemia nauplii,,,N,,FM,FW Crustaceans,Giant Freshwater Prawn,Macrobrachium rosenbergii,Juvenile,0,0,,,1.26,,,,0,,
Serrano Jr AE,ELBA Bioflux,Philippines ,2014,102,Single,Insect,Insect,Artemia nauplii,,,N,,FM,FW Crustaceans,Giant Freshwater Prawn,Macrobrachium rosenbergii,Juvenile,35,0,,,2.23,,,,0,,
Serrano Jr AE,ELBA Bioflux,Philippines ,2014,102,Single,Insect,Insect,Artemia nauplii,,,N,,FM,FW Crustaceans,Giant Freshwater Prawn,Macrobrachium rosenbergii,Juvenile,65,0,,,3.13,,,,0,,
Serrano Jr AE,ELBA Bioflux,Philippines ,2014,102,Single,Insect,Insect,Artemia nauplii,,,N,,FM,FW Crustaceans,Giant Freshwater Prawn,Macrobrachium rosenbergii,Juvenile,100,0,,,3.69,,,,0,,
Sogbesan OA,Research Journal of Environmental Sciences,Nigeria,2008,103,Single,Insect,Insect,Earthworm,,,N,,FM,Catfish,Vundu,Heterobranchus longifilis,Fingerlings,0,,,,1.73,,,,0,,
Sogbesan OA,Research Journal of Environmental Sciences,Nigeria,2008,103,Single,Insect,Insect,Earthworm,,,N,,FM,Catfish,Vundu,Heterobranchus longifilis,Fingerlings,25,,,,1.51,,,,0,,
Sogbesan OA,Research Journal of Environmental Sciences,Nigeria,2008,103,Single,Insect,Insect,Earthworm,,,N,,FM,Catfish,Vundu,Heterobranchus longifilis,Fingerlings,50,,,,1.79,,,,0,,
Sogbesan OA,Research Journal of Environmental Sciences,Nigeria,2008,103,Single,Insect,Insect,Earthworm,,,N,,FM,Catfish,Vundu,Heterobranchus longifilis,Fingerlings,75,,,,2.06,,,,0,,
Sogbesan OA,Research Journal of Environmental Sciences,Nigeria,2008,103,Single,Insect,Insect,Earthworm,,,N,,FM,Catfish,Vundu,Heterobranchus longifilis,Fingerlings,100,,,,2.59,,,,0,,
Sogbesan OA,African Journal of Biotechnology,Nigeria,2006,104,Single,Insect,Insect,Limicolaria aurora,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,0,,,,1.39,,,,0,,
Sogbesan OA,African Journal of Biotechnology,Nigeria,2006,104,Single,Insect,Insect,Limicolaria aurora,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,25,,,,1.21,,,,0,,
Sogbesan OA,African Journal of Biotechnology,Nigeria,2006,104,Single,Insect,Insect,Limicolaria aurora,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,50,,,,1.31,,,,0,,
Sogbesan OA,African Journal of Biotechnology,Nigeria,2006,104,Single,Insect,Insect,Limicolaria aurora,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,75,,,,1.39,,,,0,,
Sogbesan OA,African Journal of Biotechnology,Nigeria,2006,104,Single,Insect,Insect,Limicolaria aurora,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,100,,,,1.44,,,,0,,
Sogbesan OA,Turkish Journal of Fisheries and Aquatic Sciences,Nigeria,2008,105,Single,Insect,Insect,Macrotermes subhyalinus,,,N,,FM,Catfish,Vundu,Heterobranchus longifilis,Fingerlings,0,,,,2.96,,,,0,,
Sogbesan OA,Turkish Journal of Fisheries and Aquatic Sciences,Nigeria,2008,105,Single,Insect,Insect,Macrotermes subhyalinus,,,N,,FM,Catfish,Vundu,Heterobranchus longifilis,Fingerlings,25,,,,3.09,,,,0,,
Sogbesan OA,Turkish Journal of Fisheries and Aquatic Sciences,Nigeria,2008,105,Single,Insect,Insect,Macrotermes subhyalinus,,,N,,FM,Catfish,Vundu,Heterobranchus longifilis,Fingerlings,50,,,,2.88,,,,0,,
Sogbesan OA,Turkish Journal of Fisheries and Aquatic Sciences,Nigeria,2008,105,Single,Insect,Insect,Macrotermes subhyalinus,,,N,,FM,Catfish,Vundu,Heterobranchus longifilis,Fingerlings,75,,,,3.67,,,,0,,
Sogbesan OA,Turkish Journal of Fisheries and Aquatic Sciences,Nigeria,2008,105,Single,Insect,Insect,Macrotermes subhyalinus,,,N,,FM,Catfish,Vundu,Heterobranchus longifilis,Fingerlings,100,,,,3.44,,,,0,,
St-Hilaire S,Journal of World Aquaculture Society,USA,2007,106,Single,Insect,Insect,Musca domestica,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,0,0,,,1.18,,,,0,,
St-Hilaire S,Journal of World Aquaculture Society,USA,2007,106,Single,Insect,Insect,Musca domestica,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,25,-0.2,,,1.22,,,,0,,
St-Hilaire S,Journal of World Aquaculture Society,USA,2007,106.1,Single,Insect,Insect,Hermetia illucens,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,0,0,,,1.18,,,,0,,
St-Hilaire S,Journal of World Aquaculture Society,USA,2007,106.1,Single,Insect,Insect,Hermetia illucens,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,25,-4.7,,,1.22,,,,0,,
St-Hilaire S,Journal of World Aquaculture Society,USA,2007,106.1,Single,Insect,Insect,Hermetia illucens,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,50,-11.4,,,1.47,,,,0,,
Su J,Fish and Shellfish Immunology,China,2017,107,Single,Insect,Insect,Tenebrio molitor,,,N,,FM,Catfish,Yellow Catfish,Pelteobagrus fulvidraco,Juvenile,0,,,,1.666666667,,,,0,,
Su J,Fish and Shellfish Immunology,China,2017,107,Single,Insect,Insect,Tenebrio molitor,,,N,,FM,Catfish,Yellow Catfish,Pelteobagrus fulvidraco,Juvenile,25,,,,1.515151515,,,,-4,,
Su J,Fish and Shellfish Immunology,China,2017,107,Single,Insect,Insect,Tenebrio molitor,,,N,,FM,Catfish,Yellow Catfish,Pelteobagrus fulvidraco,Juvenile,50,,,,1.669449082,,,,-7,,
Su J,Fish and Shellfish Immunology,China,2017,107,Single,Insect,Insect,Tenebrio molitor,,,N,,FM,Catfish,Yellow Catfish,Pelteobagrus fulvidraco,Juvenile,75,,,,1.612903226,,,,-11,,
Taufek NM,Journal of Applied Animal Research,Malaysia,2018,108,Single,Insect,Insect,Gryllus bimaculatus,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,0,,,,3.5,,,,0,,
Taufek NM,Journal of Applied Animal Research,Malaysia,2018,108,Single,Insect,Insect,Gryllus bimaculatus,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,25,,,,3.48,,,,0,,
Taufek NM,Journal of Applied Animal Research,Malaysia,2018,108,Single,Insect,Insect,Gryllus bimaculatus,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,50,,,,3.43,,,,0,,
Taufek NM,Journal of Applied Animal Research,Malaysia,2018,108,Single,Insect,Insect,Gryllus bimaculatus,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,75,,,,2.87,,,,0,,
Taufek NM,Journal of Applied Animal Research,Malaysia,2018,108,Single,Insect,Insect,Gryllus bimaculatus,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,100,,,,2.2,,,,0,,
Wang L,Aquaculture Nutrition,China,2016,109,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,None ,0,,,,1.36,,,,0,,
Wang L,Aquaculture Nutrition,China,2016,109,Single,Insect,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,None ,25,,,,1.45,,,,-3,,
