Author,Journal ,Country,Year,Study_id,Ingredient_type,Broad_feed,Feed_general,Feed_specific,Feed_general_2,Feed_specific_2,Amino_supp,Supplement_type,FM_FO,Fish_group,Fish_sp,Fish_scientific,Life_stage,FM_Replacement,FO_response,FO_replacement,FM_response,FCR,n3n6,n3_index,Tissue,Crop_change,Notes,
Cardinaletti G,Aquaculture ,Italy,2018,8,Mixture,Microalgae,Algae ,Tisochrysis sp.,Algae,Tetraselmis sp.,Y,Methionine,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juvenile,0,0,,,1.75,,,,0,,
Cardinaletti G,Aquaculture ,Italy,2018,8,Mixture,Microalgae,Algae ,Tisochrysis sp.,Algae,Tetraselmis sp.,Y,Methionine,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juvenile,15,-0.5,,,1.66,,,,-7,,
Cardinaletti G,Aquaculture ,Italy,2018,8,Mixture,Microalgae,Algae ,Tisochrysis sp.,Algae,Tetraselmis sp.,Y,Methionine,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juvenile,30,-0.8,,,1.67,,,,-15,,
Cardinaletti G,Aquaculture ,Italy,2018,8,Mixture,Microalgae,Algae ,Tisochrysis sp.,Algae,Tetraselmis sp.,Y,Methionine,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juvenile,45,-1.1,,,1.69,,,,-22,,
Cardinaletti G,Aquaculture ,Italy,2018,8,Mixture,Microalgae,Algae ,Tisochrysis sp.,Algae,Tetraselmis sp.,Y,Methionine,FO,Marine fishes,European seabass,Dicentrarchus labrax,Juvenile,,,0,0,,1.2,13.4,Muscle,,,
Cardinaletti G,Aquaculture ,Italy,2018,8,Mixture,Microalgae,Algae ,Tisochrysis sp.,Algae,Tetraselmis sp.,Y,Methionine,FO,Marine fishes,European seabass,Dicentrarchus labrax,Juvenile,,,12,-4.3,,1.3,13.5,Muscle,,,
Cardinaletti G,Aquaculture ,Italy,2018,8,Mixture,Microalgae,Algae ,Tisochrysis sp.,Algae,Tetraselmis sp.,Y,Methionine,FO,Marine fishes,European seabass,Dicentrarchus labrax,Juvenile,,,24,-8.5,,1.4,13.9,Muscle,,,
Cardinaletti G,Aquaculture ,Italy,2018,8,Mixture,Microalgae,Algae ,Tisochrysis sp.,Algae,Tetraselmis sp.,Y,Methionine,FO,Marine fishes,European seabass,Dicentrarchus labrax,Juvenile,,,36,-12.5,,1.2,12.6,Muscle,,,
Zhu D,Journal of Applied Phycology,China,2016,7,Single ,Macroalgae,Algae ,Ulva lactuca ,,,N,,FM,Marine fishes,Whitespot Snapper,Lutjanus stellatus ,Juvenile,0,0,,,2.25,,,,0,,
Zhu D,Journal of Applied Phycology,China,2016,7,Single ,Macroalgae,Algae ,Ulva lactuca ,,,N,,FM,Marine fishes,Whitespot Snapper,Lutjanus stellatus ,Juvenile,5,0,,,2.11,,,,0,,
Zhu D,Journal of Applied Phycology,China,2016,7,Single ,Macroalgae,Algae ,Ulva lactuca ,,,N,,FM,Marine fishes,Whitespot Snapper,Lutjanus stellatus ,Juvenile,10,0,,,2.31,,,,0,,
Zhu D,Journal of Applied Phycology,China,2016,7,Single ,Macroalgae,Algae ,Ulva lactuca ,,,N,,FM,Marine fishes,Whitespot Snapper,Lutjanus stellatus ,Juvenile,15,0,,,2.23,,,,0,,
Zhu D,Journal of Applied Phycology,China,2016,7,Single ,Macroalgae,Algae ,Ulva lactuca ,,,N,,FM,Marine fishes,Whitespot Snapper,Lutjanus stellatus ,Juvenile,20,0,,,2.39,,,,0,,
Walker AB,North American Journal of Aquaculture ,USA,2011,9,Mixture,Microalgae,Algae ,Nannochloropsis sp,Algae,Isochrysis sp.,N,,FM,Marine fishes,Atlantic cod ,Gadus morhua,Juvenile,0,0,,,1.07,3,8.94,Muscle,0,,
Walker AB,North American Journal of Aquaculture ,USA,2011,9,Mixture,Microalgae,Algae ,Nannochloropsis sp,Algae,Isochrysis sp.,N,,FM,Marine fishes,Atlantic cod ,Gadus morhua,Juvenile,15,-1.5,,,1.3,3.16,10.9,Muscle,0,,
Walker AB,North American Journal of Aquaculture ,USA,2011,9,Mixture,Microalgae,Algae ,Nannochloropsis sp,Algae,Isochrysis sp.,N,,FM,Marine fishes,Atlantic cod ,Gadus morhua,Juvenile,30,-2.25,,,0.3,,,,0,,
de Cruz CR,Aquaculture ,USA,2018,10,Single ,Microalgae,Algae ,Chlorella sp. ,,,Y,Taurine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,0,0,,,1.16,,,,0,,
de Cruz CR,Aquaculture ,USA,2018,10,Single ,Microalgae,Algae ,Chlorella sp. ,,,Y,Taurine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,10,-1,,,1.23,,,,-10,,
de Cruz CR,Aquaculture ,USA,2018,10,Single ,Microalgae,Algae ,Chlorella sp. ,,,Y,Taurine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,20,-1.8,,,1.27,,,,-20,,
de Cruz CR,Aquaculture ,USA,2018,10.1,Single ,Microalgae,Algae ,Chlorella sp. ,,,Y,Taurine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,0,0,,,1.16,,,,0,,
de Cruz CR,Aquaculture ,USA,2018,10.1,Single ,Microalgae,Algae ,Chlorella sp. ,,,Y,Taurine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,10,-1,,,1.22,,,,-10,,
de Cruz CR,Aquaculture ,USA,2018,10.2,Mixture,Microalgae,Algae ,Phaeodactylum sp.,Algae,Nannochloropsis sp,Y,Taurine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,0,0,,,1.16,,,,0,,
de Cruz CR,Aquaculture ,USA,2018,10.2,Mixture,Microalgae,Algae ,Phaeodactylum sp.,Algae,Nannochloropsis sp,Y,Taurine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,10,-0.7,,,1.27,,,,-10,,
de Cruz CR,Aquaculture ,USA,2018,10.2,Mixture,Microalgae,Algae ,Phaeodactylum sp.,Algae,Nannochloropsis sp,Y,Taurine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,20,-1.3,,,1.25,,,,-20,,
de Cruz CR,Aquaculture ,USA,2018,10.3,Mixture,Microalgae,Algae ,Phaeodactylum sp.,Algae,Nannochloropsis sp,Y,Taurine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,0,0,,,1.16,,,,0,,
de Cruz CR,Aquaculture ,USA,2018,10.3,Single ,Microalgae,Algae ,Phaeodactylum sp.,,,Y,Taurine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,10,-2,,,1.23,,,,-10,,
de Cruz CR,Aquaculture ,USA,2018,10.4,Single ,Microalgae,Algae ,Nannochloropsis sp.,,,Y,Taurine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,0,0,,,1.16,,,,0,,
de Cruz CR,Aquaculture ,USA,2018,10.4,Single ,Microalgae,Algae ,Nannochloropsis sp.,,,Y,Taurine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,10,-0.9,,,1.2,,,,-10,,
de Cruz CR,Aquaculture ,USA,2018,10.5,Single ,Microalgae,Bacteria,Blue-green algae,,,Y,Taurine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,0,0,,,1.16,,,,0,,
de Cruz CR,Aquaculture ,USA,2018,10.5,Single ,Microalgae,Bacteria,Blue-green algae,,,Y,Taurine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,10,-0.3,,,1.18,,,,-10,,
de Cruz CR,Aquaculture ,USA,2018,10.6,Mixture,Microalgae,Algae ,Nannochloropsis sp,Algae,Amphora sp.,Y,Methionine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,0,-1.5,,,1.16,,,,-15,,
de Cruz CR,Aquaculture ,USA,2018,10.6,Mixture,Microalgae,Algae ,Nannochloropsis sp,Algae,Amphora sp.,Y,Methionine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,15,-1.5,,,1.56,,,,-15,,
de Cruz CR,Aquaculture ,USA,2018,10.7,Mixture,Microalgae,Algae ,Nannochloropsis sp,Algae,Cylindro sp.,Y,Methionine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,0,0,,,1.16,,,,0,,
de Cruz CR,Aquaculture ,USA,2018,10.7,Mixture,Microalgae,Algae ,Nannochloropsis sp,Algae,Cylindro sp.,Y,Methionine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,15,-1,,,1.59,,,,-15,,
de Cruz CR,Aquaculture ,USA,2018,10.8,Mixture,Microalgae,Algae ,Phaeodactylum sp.,Algae,Nannochloropsis sp,Y,Methionine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,0,0,,,1.16,,,,0,,
de Cruz CR,Aquaculture ,USA,2018,10.8,Mixture,Microalgae,Algae ,Phaeodactylum sp.,Algae,Nannochloropsis sp,Y,Methionine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,15,-0.9,,,1.47,,,,-15,,
de Cruz CR,Aquaculture ,USA,2018,10.9,Single ,Bacteria and yeasts,Bacteria,NA,,,N,,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,0,0,,,1.16,,,,0,,
de Cruz CR,Aquaculture ,USA,2018,10.9,Single ,Bacteria and yeasts,Bacteria,NA,,,N,,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,10,-0.3,,,1.47,,,,10,,
de Cruz CR,Aquaculture ,USA,2018,10.9,Single ,Bacteria and yeasts,Bacteria,NA,,,Y,Methionine,FM,Marine fishes,Striped bass,Morone sp.,Juvenile,15,-0.4,,,1.59,,,,-15,,
Tulli F,Journal of Aquatic Food Production Technology,Italy,2012,18,Single ,Microalgae,Algae ,Tetraselmis sp.,,,N,,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juvenile,0,0,,,1.35,,,,0,,
Tulli F,Journal of Aquatic Food Production Technology,Italy,2012,18,Single ,Microalgae,Algae ,Tetraselmis sp.,,,N,,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juvenile,10,0.2,,,1.41,,,,-22,,
Tulli F,Journal of Aquatic Food Production Technology,Italy,2012,18,Single ,Microalgae,Algae ,Tetraselmis sp.,,,N,,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juvenile,20,0.3,,,1.43,,,,-45,,
Kiron V,Frontiers in Marine Science,Norway,2016,1,Single ,Microalgae,Algae ,Desmodesmus sp.,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,Smolt,0,0,,,0.81,,,,0,,
Kiron V,Frontiers in Marine Science,Norway,2016,1,Single ,Microalgae,Algae ,Desmodesmus sp.,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,Smolt,15,-1,,,0.86,,,,0,,
Kiron V,Frontiers in Marine Science,Norway,2016,1,Single ,Microalgae,Algae ,Desmodesmus sp.,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,Smolt,25,-2,,,0.91,,,,0,,
Sorensen M,PLoS One,Norway,2017,2,Single ,Microalgae,Algae ,Nannochloropsis sp.,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,0,0,,,0.81,,,,0,,
Sorensen M,PLoS One,Norway,2017,2,Single ,Microalgae,Algae ,Nannochloropsis sp.,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,15,0,,,0.86,,,,0,,
Sorensen M,PLoS One,Norway,2017,2,Single ,Microalgae,Algae ,Nannochloropsis sp.,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,30,-0.5,,,1,,,,0,,
Sorensen M,Aquaculture ,Norway,2016,3,Single ,Microalgae,Algae ,Phaeodactylum sp.,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,0,0,,,0.83,,,,0,,
Sorensen M,Aquaculture ,Norway,2016,3,Single ,Microalgae,Algae ,Phaeodactylum sp.,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,5,0,,,0.81,,,,0,,
Sorensen M,Aquaculture ,Norway,2016,3,Single ,Microalgae,Algae ,Phaeodactylum sp.,,,N,,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,10,0,,,0.82,,,,0,,
Kousalaki K,Journal of Nutritional Studies,Norway,2015,4,Single ,Microalgae,Algae ,Schizochtrium sp. ,,,N,,FO,Salmonids,Atlantic Salmon,Salmo salar ,Smolt,,,0,0,0.78,1.88,11.9,Muscle,0,,
Kousalaki K,Journal of Nutritional Studies,Norway,2015,4,Single ,Microalgae,Algae ,Schizochtrium sp. ,,,N,,FO,Salmonids,Atlantic Salmon,Salmo salar ,Smolt,,,3,0,0.83,1.93,12.2,Muscle,-2,,
Kousalaki K,Journal of Nutritional Studies,Norway,2015,4,Single ,Microalgae,Algae ,Schizochtrium sp. ,,,N,,FO,Salmonids,Atlantic Salmon,Salmo salar ,Smolt,,,20,-24.8,0.88,2.03,13.5,Muscle,-11,,
Kousalaki K,Journal of Nutritional Studies,Norway,2015,4,Single ,Microalgae,Algae ,Schizochtrium sp. ,,,N,,FO,Salmonids,Atlantic Salmon,Salmo salar ,Smolt,,,100,0,0.83,1.38,12.9,Muscle,1,,
Miller MR,Comparative Biochemistry and Physiology,Australia ,2007,5,Single ,Microalgae,Algae ,Schizochtrium sp. ,,,N,,FO,Salmonids,Atlantic Salmon,Salmo salar ,Parr,,,0,0,1.52,4.4,20.4,Muscle,0,,
Miller MR,Comparative Biochemistry and Physiology,Australia ,2007,5,Single ,Microalgae,Algae ,Schizochtrium sp. ,,,N,,FO,Salmonids,Atlantic Salmon,Salmo salar ,Parr,,,100,0,1.72,2.6,28,Muscle,0,,
Sprague M,Food Chemistry ,UK,2015,6,Single ,Microalgae,Algae ,Schizochtrium sp. ,,,N,,FO,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,,,0,0,1.28,2.7,17.6,Muscle,0,,
Sprague M,Food Chemistry ,UK,2015,6,Single ,Microalgae,Algae ,Schizochtrium sp. ,,,N,,FO,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,,,100,-1,1.42,1.1,11.5,Muscle,47,,
Sprague M,Food Chemistry ,UK,2015,6.1,Single ,Microalgae,Algae ,Schizochtrium sp. ,,,N,,FO,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,,,0,0,1.28,2.7,17.6,Muscle,0,,
Sprague M,Food Chemistry ,UK,2015,6.1,Single ,Microalgae,Algae ,Schizochtrium sp. ,,,N,,FO,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,,,100,-1,1.4,1.1,10.3,Muscle,63,,
Eryalcin KM,Aquaculture Research,Spain,2013,18,Single,Microalgae,Algae ,NA,,,N,,FO,Marine fishes,Gilthead seabream,Sparus aurata,Juvenile,,,0,0,,2.43,33.5,Whole body,0,,
Eryalcin KM,Aquaculture Research,Spain,2013,18,Single,Microalgae,Algae ,NA,,,N,,FO,Marine fishes,Gilthead seabream,Sparus aurata,Juvenile,,,100,0,,5.52,42.2,Whole body,0,,
Eryalcin KM,Aquaculture Research,Spain,2013,18.1,Single,Microalgae,Algae ,NA,,,Y,,FO,Marine fishes,Gilthead seabream,Sparus aurata,Juvenile,,,0,0,,2.43,33.5,Whole body,0,,
Eryalcin KM,Aquaculture Research,Spain,2013,18.1,Single,Microalgae,Algae ,NA,,,Y,,FO,Marine fishes,Gilthead seabream,Sparus aurata,Juvenile,,,4,0,,2.07,30.7,Whole body,0,,
Eryalcin KM,Aquaculture Research,Spain,2013,18.1,Single,Microalgae,Algae ,NA,,,Y,,FO,Marine fishes,Gilthead seabream,Sparus aurata,Juvenile,,,100,0,,3.85,40.5,Whole body,0,,
Eryalcin KM,Aquaculture Research,Spain,2013,18.2,Single,Microalgae,Algae ,NA,,,Y,,FO,Marine fishes,Gilthead seabream,Sparus aurata,Juvenile,,,0,0,,2.43,33.5,Whole body,0,,
Eryalcin KM,Aquaculture Research,Spain,2013,18.2,Single,Microalgae,Algae ,NA,,,Y,,FO,Marine fishes,Gilthead seabream,Sparus aurata,Juvenile,,,100,0,,4.31,37.8,Whole body,0,,
Abdel Warith A-WA,Saudi Journal of Biological Science ,Saudi Arabia ,2016,19,Single ,Macroalgae,Algae ,Ulva lactuca ,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Juvenile,0,0,,,1.14,,,,0,,
Abdel Warith A-WA,Saudi Journal of Biological Science ,Saudi Arabia ,2016,19,Single ,Macroalgae,Algae ,Ulva lactuca ,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Juvenile,10,0,,,1.21,,,,0,,
Abdel Warith A-WA,Saudi Journal of Biological Science ,Saudi Arabia ,2016,19,Single ,Macroalgae,Algae ,Ulva lactuca ,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Juvenile,20,0,,,1.59,,,,0,,
Abdel Warith A-WA,Saudi Journal of Biological Science ,Saudi Arabia ,2016,19,Single ,Macroalgae,Algae ,Ulva lactuca ,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Juvenile,30,0,,,1.76,,,,0,,
Al-Asgah NA,Saudi Journal of Biological Science ,Saudi Arabia ,2016,20,Single ,Macroalgae,Algae ,Gracillaria arcuata,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Juvenile,0,0,,,0.74,,,,0,,
Al-Asgah NA,Saudi Journal of Biological Science ,Saudi Arabia ,2016,20,Single ,Macroalgae,Algae ,Gracillaria arcuata,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Juvenile,10,0,,,0.78,,,,0,,
Al-Asgah NA,Saudi Journal of Biological Science ,Saudi Arabia ,2016,20,Single ,Macroalgae,Algae ,Gracillaria arcuata,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Juvenile,20,0,,,1.02,,,,0,,
Al-Asgah NA,Saudi Journal of Biological Science ,Saudi Arabia ,2016,20,Single ,Macroalgae,Algae ,Gracillaria arcuata,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Juvenile,30,0,,,1.3,,,,0,,
Anh NTN,Journal of Applied Phycology,Vietnam,2018,21,Single ,Macroalgae,Algae ,Cladophora sp.,,,N,,FM,Shrimp ,Tiger Shrimp,Penaeus monodon,Juvenile,0,0,,,1.36,,,,0,,
Anh NTN,Journal of Applied Phycology,Vietnam,2018,21,Single ,Macroalgae,Algae ,Cladophora sp.,,,N,,FM,Shrimp ,Tiger Shrimp,Penaeus monodon,Juvenile,10,0,,,1.26,,,,-15,,
Anh NTN,Journal of Applied Phycology,Vietnam,2018,21,Single ,Macroalgae,Algae ,Cladophora sp.,,,N,,FM,Shrimp ,Tiger Shrimp,Penaeus monodon,Juvenile,20,0,,,1.31,,,,-30,,
Anh NTN,Journal of Applied Phycology,Vietnam,2018,21,Single ,Macroalgae,Algae ,Cladophora sp.,,,N,,FM,Shrimp ,Tiger Shrimp,Penaeus monodon,Juvenile,30,0,,,1.41,,,,-30,,
Anh NTN,Journal of Applied Phycology,Vietnam,2018,21,Single ,Macroalgae,Algae ,Cladophora sp.,,,N,,FM,Shrimp ,Tiger Shrimp,Penaeus monodon,Juvenile,40,0,,,1.49,,,,-60,,
Anh NTN,Journal of Applied Phycology,Vietnam,2018,21,Single ,Macroalgae,Algae ,Cladophora sp.,,,N,,FM,Shrimp ,Tiger Shrimp,Penaeus monodon,Juvenile,50,0,,,1.59,,,,-75,,
Araujo M,Journal of Applied Phycology,Portugal,2016,22,Single ,Macroalgae,Algae ,Gracilaria vermiculophylla,,,Y,Mixture,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,0,0,,,1.02,,,,0,,
Araujo M,Journal of Applied Phycology,Portugal,2016,22,Single ,Macroalgae,Algae ,Gracilaria vermiculophylla,,,Y,Mixture,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,5,0.5,,,1.12,,,,-8,,
Araujo M,Journal of Applied Phycology,Portugal,2016,22,Single ,Macroalgae,Algae ,Gracilaria vermiculophylla,,,Y,Mixture,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,10,1.1,,,1.56,,,,-11,,
Badwy TM,8th International Symposia on Tilapia in Aquaculture ,Egypt ,2008,23,Single ,Microalgae,Algae ,Chlorella sp. ,,,Y,Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus ,Juvenile,0,,,,2.68,,,,0,,
Badwy TM,8th International Symposia on Tilapia in Aquaculture ,Egypt ,2008,23,Single ,Microalgae,Algae ,Chlorella sp. ,,,Y,Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus ,Juvenile,10,,,,2.56,,,,-1.5,,
Badwy TM,8th International Symposia on Tilapia in Aquaculture ,Egypt ,2008,23,Single ,Microalgae,Algae ,Chlorella sp. ,,,Y,Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus ,Juvenile,25,,,,2.56,,,,-2,,
Badwy TM,8th International Symposia on Tilapia in Aquaculture ,Egypt ,2008,23,Single ,Microalgae,Algae ,Chlorella sp. ,,,Y,Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus ,Juvenile,50,,,,2.03,,,,-5,,
Badwy TM,8th International Symposia on Tilapia in Aquaculture ,Egypt ,2008,23,Single ,Microalgae,Algae ,Chlorella sp. ,,,Y,Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus ,Juvenile,75,,,,3.24,,,,-9,,
Badwy TM,8th International Symposia on Tilapia in Aquaculture ,Egypt ,2008,23.1,Single ,Microalgae,Algae ,Scenedesmus sp.,,,Y,Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus ,Juvenile,0,,,,2.68,,,,0,,
Badwy TM,8th International Symposia on Tilapia in Aquaculture ,Egypt ,2008,23.1,Single ,Microalgae,Algae ,Scenedesmus sp.,,,Y,Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus ,Juvenile,10,,,,2.59,,,,-1,,
Badwy TM,8th International Symposia on Tilapia in Aquaculture ,Egypt ,2008,23.1,Single ,Microalgae,Algae ,Scenedesmus sp.,,,Y,Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus ,Juvenile,25,,,,2.57,,,,-2,,
Badwy TM,8th International Symposia on Tilapia in Aquaculture ,Egypt ,2008,23.1,Single ,Microalgae,Algae ,Scenedesmus sp.,,,Y,Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus ,Juvenile,50,,,,1.76,,,,-3,,
Badwy TM,8th International Symposia on Tilapia in Aquaculture ,Egypt ,2008,23.1,Single ,Microalgae,Algae ,Scenedesmus sp.,,,Y,Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus ,Juvenile,75,,,,2.74,,,,-5,,
Basri NA,Journal of Applied Phycology,Malaysia,2015,24,Mixture,Microalgae,Algae ,Chlorella sp. ,Algae,Scenedesmus sp.,N,,FM,Shrimp ,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,0,0,,,1.59,,,,0,,
Basri NA,Journal of Applied Phycology,Malaysia,2015,24,Mixture,Microalgae,Algae ,Chlorella sp. ,Algae,Scenedesmus sp.,N,,FM,Shrimp ,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,10,0.4,,,1.87,,,,-18,,
Basri NA,Journal of Applied Phycology,Malaysia,2015,24,Mixture,Microalgae,Algae ,Chlorella sp. ,Algae,Scenedesmus sp.,N,,FM,Shrimp ,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,20,0.8,,,2.19,,,,-35,,
Basri NA,Journal of Applied Phycology,Malaysia,2015,24,Mixture,Microalgae,Algae ,Chlorella sp. ,Algae,Scenedesmus sp.,N,,FM,Shrimp ,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,30,1.2,,,2.4,,,,-52,,
Basri NA,Journal of Applied Phycology,Malaysia,2015,24,Mixture,Microalgae,Algae ,Chlorella sp. ,Algae,Scenedesmus sp.,N,,FM,Shrimp ,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,40,1.6,,,3.83,,,,-70,,
Cao S-P,Aquaculture Research,China,2018,25,Single ,Microalgae,Bacteria,Spirulina platensis ,,,N,,FM,Carp,Gibel Carp ,Carassius auratus gibelio,Juvenile ,0,0,,,2.71,,,,0,,
Cao S-P,Aquaculture Research,China,2018,25,Single ,Microalgae,Bacteria,Spirulina platensis ,,,N,,FM,Carp,Gibel Carp ,Carassius auratus gibelio,Juvenile ,50,0.2,,,2.39,,,,10,,
Cao S-P,Aquaculture Research,China,2018,25,Single ,Microalgae,Bacteria,Spirulina platensis ,,,N,,FM,Carp,Gibel Carp ,Carassius auratus gibelio,Juvenile ,75,0.4,,,2.54,,,,15,,
Cao S-P,Aquaculture Research,China,2018,25,Single ,Microalgae,Bacteria,Spirulina platensis ,,,N,,FM,Carp,Gibel Carp ,Carassius auratus gibelio,Juvenile ,100,0.5,,,2.53,,,,19,,
Cao S-P,Aquaculture Research,China,2018,25.1,Single ,Microalgae,Bacteria,Spirulina platensis ,,,N,,FM,Carp,Gibel Carp ,Carassius auratus gibelio,Juvenile ,0,0,,,2.71,,,,0,,
Cao S-P,Aquaculture Research,China,2018,25.1,Single ,Microalgae,Bacteria,Spirulina platensis ,,,N,,FM,Carp,Gibel Carp ,Carassius auratus gibelio,Juvenile ,100,0.5,,,2.34,,,,19,,
Cao S-P,Aquaculture Research,China,2018,25.2,Single ,Microalgae,Bacteria,Spirulina platensis ,,,Y,Lysine,FM,Carp,Gibel Carp ,Carassius auratus gibelio,Juvenile ,0,0,,,2.71,,,,0,,
Cao S-P,Aquaculture Research,China,2018,25.2,Single ,Microalgae,Bacteria,Spirulina platensis ,,,Y,Lysine,FM,Carp,Gibel Carp ,Carassius auratus gibelio,Juvenile ,100,0.5,,,2.11,,,,19,,
El-Sheekh M,Turkish Journal of Fisheries and Aquatic Sciences,Egypt ,2014,26,Single ,Microalgae,Bacteria,Arthrospira platensis ,,,N,,FM,Tilapia,Hybrid Red Tilapia,Oreochromis niloticus x Oreochromis mossambicus,Fry,0,,,,1.18,,,,0,,
El-Sheekh M,Turkish Journal of Fisheries and Aquatic Sciences,Egypt ,2014,26,Single ,Microalgae,Bacteria,Arthrospira platensis ,,,N,,FM,Tilapia,Hybrid Red Tilapia,Oreochromis niloticus x Oreochromis mossambicus,Fry,50,,,,1.11,,,,-14,,
El-Sheekh M,Turkish Journal of Fisheries and Aquatic Sciences,Egypt ,2014,26,Single ,Microalgae,Bacteria,Arthrospira platensis ,,,N,,FM,Tilapia,Hybrid Red Tilapia,Oreochromis niloticus x Oreochromis mossambicus,Fry,75,,,,1,,,,-34,,
El-Sheekh M,Turkish Journal of Fisheries and Aquatic Sciences,Egypt ,2014,26,Single ,Microalgae,Bacteria,Arthrospira platensis ,,,N,,FM,Tilapia,Hybrid Red Tilapia,Oreochromis niloticus x Oreochromis mossambicus,Fry,100,,,,1.04,,,,-27,,
Hernandez-Flores G,The Israeli Journal of Aquaculture,Mexico,2012,27,Mixture,Microalgae,Soy,SBM,Bacteria,Spirulina platensis ,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Fry,0,0,,,0.7,,,,0,,
Hernandez-Flores G,The Israeli Journal of Aquaculture,Mexico,2012,27,Mixture,Microalgae,Soy,SBM,Bacteria,Spirulina platensis ,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Fry,100,0,,,0.9,,,,300,,
Hernandez-Flores G,The Israeli Journal of Aquaculture,Mexico,2012,27.1,Mixture,Microalgae,Soy,SBM,Bacteria,Spirulina platensis ,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Fry,0,0,,,0.7,,,,0,,
Hernandez-Flores G,The Israeli Journal of Aquaculture,Mexico,2012,27.1,Mixture,Microalgae,Soy,SBM,Bacteria,Spirulina platensis ,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Fry,100,0,,,0.8,,,,600,,
